x,y,V,t
7337.42,5925.25,404.636,17.89
7340.94,5927.25,404.536,17.9
7344.46,5929.25,404.435,17.91
7347.97,5931.24,404.335,17.92
7351.49,5933.24,404.234,17.93
7355.01,5935.23,404.134,17.94
7358.52,5937.23,404.034,17.95
7362.04,5939.22,403.933,17.96
7365.55,5941.21,403.833,17.97
7369.07,5943.19,403.733,17.98
7372.58,5945.18,403.633,17.99
7376.1,5947.17,403.533,18
7379.61,5949.15,403.433,18.01
7383.12,5951.14,403.332,18.02
7386.64,5953.12,403.233,18.03
7390.15,5955.1,403.133,18.04
7393.66,5957.08,403.033,18.05
7397.17,5959.06,402.934,18.06
7400.68,5961.03,402.834,18.07
7404.19,5963.01,402.735,18.08
7407.7,5964.99,402.635,18.09
7411.21,5966.96,402.536,18.1
7414.72,5968.93,402.436,18.11
7418.23,5970.9,402.337,18.12
7421.74,5972.87,402.238,18.13
7425.25,5974.84,402.138,18.14
7428.75,5976.81,402.039,18.15
7432.26,5978.78,401.94,18.16
7435.77,5980.74,401.841,18.17
7439.27,5982.7,401.742,18.18
7442.78,5984.67,401.643,18.19
7446.28,5986.63,401.543,18.2
7449.79,5988.59,401.444,18.21
7453.29,5990.55,401.345,18.22
7456.79,5992.51,401.246,18.23
7460.3,5994.46,401.148,18.24
7463.8,5996.42,401.049,18.25
7467.3,5998.37,400.95,18.26
7470.8,6000.32,400.851,18.27
7474.31,6002.28,400.753,18.28
7477.81,6004.23,400.654,18.29
7481.31,6006.17,400.556,18.3
7484.81,6008.12,400.457,18.31
7488.31,6010.07,400.359,18.32
7491.81,6012.01,400.261,18.33
7495.3,6013.96,400.163,18.34
7498.8,6015.9,400.064,18.35
7502.3,6017.84,399.966,18.36
7505.8,6019.78,399.868,18.37
7509.29,6021.72,399.77,18.38
7512.79,6023.66,399.672,18.39
7516.29,6025.6,399.574,18.4
7519.78,6027.53,399.476,18.41
7523.28,6029.47,399.378,18.42
7526.77,6031.4,399.28,18.43
7530.27,6033.33,399.182,18.44
7533.76,6035.26,399.084,18.45
7537.25,6037.19,398.987,18.46
7540.75,6039.12,398.889,18.47
7544.24,6041.05,398.791,18.48
7547.73,6042.97,398.693,18.49
7551.22,6044.9,398.596,18.5
7554.71,6046.82,398.498,18.51
7558.21,6048.74,398.401,18.52
7561.7,6050.67,398.303,18.53
7565.19,6052.59,398.206,18.54
7568.68,6054.5,398.109,18.55
7572.16,6056.42,398.012,18.56
7575.65,6058.34,397.915,18.57
7579.14,6060.25,397.817,18.58
7582.63,6062.17,397.72,18.59
7586.12,6064.08,397.624,18.6
7589.6,6065.99,397.527,18.61
7593.09,6067.9,397.43,18.62
7596.57,6069.81,397.333,18.63
7600.06,6071.72,397.236,18.64
7603.55,6073.62,397.139,18.65
7607.03,6075.53,397.042,18.66
7610.51,6077.43,396.946,18.67
7614,6079.33,396.849,18.68
7617.48,6081.24,396.752,18.69
7620.96,6083.14,396.656,18.7
7624.45,6085.03,396.559,18.71
7627.93,6086.93,396.463,18.72
7631.41,6088.83,396.366,18.73
7634.89,6090.72,396.27,18.74
7638.37,6092.62,396.173,18.75
7641.85,6094.51,396.077,18.76
7645.33,6096.4,395.981,18.77
7648.81,6098.29,395.884,18.78
7652.29,6100.18,395.788,18.79
7655.77,6102.07,395.692,18.8
7659.25,6103.96,395.596,18.81
7662.72,6105.84,395.501,18.82
7666.2,6107.73,395.405,18.83
7669.68,6109.61,395.309,18.84
7673.15,6111.49,395.213,18.85
7676.63,6113.37,395.117,18.86
7680.11,6115.25,395.022,18.87
7683.58,6117.13,394.926,18.88
7687.06,6119.01,394.831,18.89
7690.53,6120.88,394.735,18.9
7694,6122.76,394.639,18.91
7697.48,6124.63,394.544,18.92
7700.95,6126.51,394.449,18.93
7704.42,6128.38,394.353,18.94
7707.89,6130.25,394.258,18.95
7711.37,6132.11,394.162,18.96
7714.84,6133.98,394.067,18.97
7718.31,6135.85,393.972,18.98
7721.78,6137.71,393.877,18.99
7725.25,6139.58,393.781,19
7728.72,6141.44,393.686,19.01
7732.19,6143.3,393.591,19.02
7735.66,6145.16,393.496,19.03
7739.12,6147.02,393.401,19.04
7742.59,6148.88,393.306,19.05
7746.06,6150.74,393.211,19.06
7749.53,6152.59,393.117,19.07
7752.99,6154.44,393.022,19.08
7756.46,6156.3,392.927,19.09
7759.92,6158.15,392.833,19.1
7763.39,6160,392.738,19.11
7766.85,6161.85,392.644,19.12
7770.32,6163.7,392.549,19.13
7773.78,6165.54,392.455,19.14
7777.24,6167.39,392.361,19.15
7780.71,6169.23,392.266,19.16
7784.17,6171.08,392.172,19.17
7787.63,6172.92,392.078,19.18
7791.09,6174.76,391.984,19.19
7794.56,6176.6,391.89,19.2
7798.02,6178.44,391.795,19.21
7801.48,6180.28,391.701,19.22
7804.94,6182.11,391.607,19.23
7808.4,6183.95,391.513,19.24
7811.86,6185.78,391.419,19.25
7815.31,6187.61,391.325,19.26
7818.77,6189.44,391.232,19.27
7822.23,6191.27,391.138,19.28
7825.69,6193.1,391.044,19.29
7829.15,6194.93,390.95,19.3
7832.6,6196.76,390.856,19.31
7836.06,6198.58,390.763,19.32
7839.51,6200.41,390.669,19.33
7842.97,6202.23,390.576,19.34
7846.42,6204.05,390.482,19.35
7849.88,6205.87,390.389,19.36
7853.33,6207.69,390.296,19.37
7856.79,6209.51,390.203,19.38
7860.24,6211.33,390.109,19.39
7863.69,6213.14,390.016,19.4
7867.14,6214.96,389.923,19.41
7870.6,6216.77,389.83,19.42
7874.05,6218.58,389.737,19.43
7877.5,6220.39,389.644,19.44
7880.95,6222.2,389.551,19.45
7884.4,6224.01,389.458,19.46
7887.85,6225.82,389.365,19.47
7891.3,6227.62,389.273,19.48
7894.75,6229.43,389.18,19.49
7898.2,6231.23,389.087,19.5
7901.65,6233.03,388.994,19.51
7905.09,6234.84,388.902,19.52
7908.54,6236.64,388.809,19.53
7911.99,6238.43,388.716,19.54
7915.43,6240.23,388.624,19.55
7918.88,6242.03,388.531,19.56
7922.33,6243.82,388.439,19.57
7925.77,6245.62,388.346,19.58
7929.22,6247.41,388.254,19.59
7932.66,6249.2,388.161,19.6
7936.1,6250.99,388.069,19.61
7939.55,6252.78,387.977,19.62
7942.99,6254.57,387.885,19.63
7946.43,6256.36,387.793,19.64
7949.88,6258.14,387.701,19.65
7953.32,6259.93,387.609,19.66
7956.76,6261.71,387.517,19.67
7960.2,6263.49,387.426,19.68
7963.64,6265.27,387.334,19.69
7967.08,6267.05,387.242,19.7
7970.52,6268.83,387.15,19.71
7973.96,6270.61,387.059,19.72
7977.4,6272.39,386.967,19.73
7980.84,6274.16,386.875,19.74
7984.28,6275.93,386.784,19.75
7987.71,6277.71,386.692,19.76
7991.15,6279.48,386.601,19.77
7994.59,6281.25,386.509,19.78
7998.03,6283.02,386.418,19.79
8001.46,6284.78,386.327,19.8
8004.9,6286.55,386.235,19.81
8008.33,6288.32,386.144,19.82
8011.77,6290.08,386.053,19.83
8015.2,6291.84,385.962,19.84
8018.64,6293.61,385.87,19.85
8022.07,6295.37,385.779,19.86
8025.5,6297.13,385.688,19.87
8028.94,6298.88,385.597,19.88
8032.37,6300.64,385.506,19.89
8035.8,6302.4,385.415,19.9
8039.23,6304.15,385.325,19.91
8042.66,6305.91,385.234,19.92
8046.09,6307.66,385.143,19.93
8049.52,6309.41,385.053,19.94
8052.95,6311.16,384.962,19.95
8056.38,6312.91,384.872,19.96
8059.81,6314.66,384.781,19.97
8063.24,6316.4,384.691,19.98
8066.67,6318.15,384.6,19.99
8070.1,6319.89,384.51,20
8073.52,6321.63,384.42,20.01
8076.95,6323.38,384.329,20.02
8080.38,6325.12,384.239,20.03
8083.8,6326.85,384.149,20.04
8087.23,6328.59,384.059,20.05
8090.66,6330.33,383.969,20.06
8094.08,6332.07,383.878,20.07
8097.51,6333.8,383.788,20.08
8100.93,6335.53,383.698,20.09
8104.35,6337.27,383.608,20.1
8107.78,6339,383.518,20.11
8111.2,6340.73,383.428,20.12
8114.62,6342.45,383.339,20.13
8118.04,6344.18,383.249,20.14
8121.47,6345.91,383.159,20.15
8124.89,6347.63,383.069,20.16
8128.31,6349.36,382.979,20.17
8131.73,6351.08,382.89,20.18
8135.15,6352.8,382.8,20.19
8138.57,6354.52,382.711,20.2
8141.99,6356.24,382.622,20.21
8145.41,6357.96,382.532,20.22
8148.82,6359.68,382.443,20.23
8152.24,6361.39,382.354,20.24
8155.66,6363.11,382.265,20.25
8159.08,6364.82,382.176,20.26
8162.49,6366.53,382.086,20.27
8165.91,6368.24,381.997,20.28
8169.33,6369.95,381.908,20.29
8172.74,6371.66,381.819,20.3
8176.16,6373.37,381.73,20.31
8179.57,6375.07,381.642,20.32
8182.99,6376.78,381.553,20.33
8186.4,6378.48,381.464,20.34
8189.81,6380.18,381.375,20.35
8193.23,6381.89,381.286,20.36
8196.64,6383.59,381.197,20.37
8200.05,6385.28,381.109,20.38
8203.47,6386.98,381.02,20.39
8206.88,6388.68,380.931,20.4
8210.29,6390.37,380.843,20.41
8213.7,6392.07,380.754,20.42
8217.11,6393.76,380.666,20.43
8220.52,6395.45,380.577,20.44
8223.93,6397.15,380.489,20.45
8227.34,6398.83,380.401,20.46
8230.75,6400.52,380.312,20.47
8234.15,6402.21,380.224,20.48
8237.56,6403.9,380.136,20.49
8240.97,6405.58,380.048,20.5
8244.38,6407.27,379.96,20.51
8247.78,6408.95,379.872,20.52
8251.19,6410.63,379.784,20.53
8254.6,6412.31,379.696,20.54
8258,6413.99,379.609,20.55
8261.41,6415.67,379.521,20.56
8264.81,6417.34,379.433,20.57
8268.22,6419.02,379.345,20.58
8271.62,6420.69,379.258,20.59
8275.02,6422.37,379.17,20.6
8278.43,6424.04,379.083,20.61
8281.83,6425.71,378.995,20.62
8285.23,6427.38,378.907,20.63
8288.63,6429.05,378.82,20.64
8292.04,6430.71,378.733,20.65
8295.44,6432.38,378.645,20.66
8298.84,6434.04,378.558,20.67
8302.24,6435.71,378.47,20.68
8305.64,6437.37,378.383,20.69
8309.04,6439.03,378.296,20.7
8312.44,6440.69,378.209,20.71
8315.84,6442.35,378.121,20.72
8319.23,6444.01,378.034,20.73
8322.63,6445.67,377.947,20.74
8326.03,6447.32,377.86,20.75
8329.43,6448.98,377.773,20.76
8332.82,6450.63,377.686,20.77
8336.22,6452.28,377.599,20.78
8339.62,6453.93,377.513,20.79
8343.01,6455.58,377.426,20.8
8346.41,6457.23,377.339,20.81
8349.8,6458.88,377.253,20.82
8353.2,6460.52,377.166,20.83
8356.59,6462.17,377.08,20.84
8359.98,6463.81,376.994,20.85
8363.38,6465.46,376.907,20.86
8366.77,6467.1,376.821,20.87
8370.16,6468.74,376.735,20.88
8373.55,6470.38,376.649,20.89
8376.95,6472.01,376.562,20.9
8380.34,6473.65,376.476,20.91
8383.73,6475.29,376.39,20.92
8387.12,6476.92,376.305,20.93
8390.51,6478.55,376.219,20.94
8393.9,6480.19,376.133,20.95
8397.29,6481.82,376.047,20.96
8400.68,6483.45,375.962,20.97
8404.07,6485.08,375.876,20.98
8407.45,6486.7,375.79,20.99
8410.84,6488.33,375.705,21
8414.23,6489.96,375.619,21.01
8417.62,6491.58,375.534,21.02
8421,6493.2,375.449,21.03
8424.39,6494.82,375.364,21.04
8427.77,6496.44,375.278,21.05
8431.16,6498.06,375.193,21.06
8434.54,6499.68,375.108,21.07
8437.93,6501.3,375.023,21.08
8441.31,6502.91,374.938,21.09
8444.7,6504.53,374.854,21.1
8448.08,6506.14,374.769,21.11
8451.46,6507.76,374.685,21.12
8454.85,6509.37,374.6,21.13
8458.23,6510.98,374.516,21.14
8461.61,6512.59,374.431,21.15
8464.99,6514.19,374.347,21.16
8468.37,6515.8,374.263,21.17
8471.75,6517.4,374.178,21.18
8475.14,6519.01,374.094,21.19
8478.52,6520.61,374.01,21.2
8481.9,6522.21,373.926,21.21
8485.27,6523.81,373.842,21.22
8488.65,6525.41,373.758,21.23
8492.03,6527.01,373.674,21.24
8495.41,6528.61,373.591,21.25
8498.79,6530.21,373.507,21.26
8502.17,6531.8,373.423,21.27
8505.54,6533.39,373.34,21.28
8508.92,6534.99,373.256,21.29
8512.3,6536.58,373.173,21.3
8515.67,6538.17,373.089,21.31
8519.05,6539.76,373.006,21.32
8522.42,6541.35,372.922,21.33
8525.8,6542.93,372.839,21.34
8529.17,6544.52,372.756,21.35
8532.54,6546.1,372.673,21.36
8535.92,6547.69,372.59,21.37
8539.29,6549.27,372.507,21.38
8542.66,6550.85,372.424,21.39
8546.04,6552.43,372.341,21.4
8549.41,6554.01,372.258,21.41
8552.78,6555.59,372.176,21.42
8556.15,6557.16,372.093,21.43
8559.52,6558.74,372.011,21.44
8562.89,6560.31,371.928,21.45
8566.26,6561.89,371.846,21.46
8569.63,6563.46,371.764,21.47
8573,6565.03,371.681,21.48
8576.37,6566.6,371.599,21.49
8579.74,6568.17,371.517,21.5
8583.11,6569.73,371.435,21.51
8586.48,6571.3,371.353,21.52
8589.85,6572.86,371.271,21.53
8593.21,6574.43,371.189,21.54
8596.58,6575.99,371.107,21.55
8599.95,6577.55,371.026,21.56
8603.31,6579.11,370.944,21.57
8606.68,6580.67,370.862,21.58
8610.04,6582.23,370.781,21.59
8613.41,6583.79,370.699,21.6
8616.77,6585.34,370.617,21.61
8620.14,6586.9,370.536,21.62
8623.5,6588.45,370.455,21.63
8626.87,6590,370.373,21.64
8630.23,6591.55,370.292,21.65
8633.59,6593.1,370.211,21.66
8636.95,6594.65,370.13,21.67
8640.32,6596.2,370.049,21.68
8643.68,6597.75,369.968,21.69
8647.04,6599.29,369.887,21.7
8650.4,6600.84,369.806,21.71
8653.76,6602.38,369.725,21.72
8657.12,6603.92,369.644,21.73
8660.48,6605.46,369.564,21.74
8663.84,6607,369.483,21.75
8667.2,6608.54,369.403,21.76
8670.56,6610.08,369.322,21.77
8673.92,6611.62,369.242,21.78
8677.28,6613.15,369.162,21.79
8680.63,6614.69,369.082,21.8
8683.99,6616.22,369.001,21.81
8687.35,6617.75,368.921,21.82
8690.71,6619.28,368.841,21.83
8694.06,6620.81,368.761,21.84
8697.42,6622.34,368.681,21.85
8700.77,6623.87,368.601,21.86
8704.13,6625.39,368.521,21.87
8707.48,6626.92,368.442,21.88
8710.84,6628.44,368.362,21.89
8714.19,6629.96,368.282,21.9
8717.55,6631.48,368.203,21.91
8720.9,6633,368.123,21.92
8724.25,6634.52,368.044,21.93
8727.61,6636.04,367.964,21.94
8730.96,6637.56,367.885,21.95
8734.31,6639.07,367.806,21.96
8737.66,6640.59,367.726,21.97
8741.01,6642.1,367.647,21.98
8744.36,6643.61,367.568,21.99
8747.71,6645.13,367.489,22
8751.07,6646.64,367.41,22.01
8754.42,6648.14,367.331,22.02
8757.76,6649.65,367.252,22.03
8761.11,6651.16,367.173,22.04
8764.46,6652.66,367.094,22.05
8767.81,6654.17,367.016,22.06
8771.16,6655.67,366.937,22.07
8774.51,6657.17,366.859,22.08
8777.85,6658.67,366.78,22.09
8781.2,6660.17,366.702,22.1
8784.55,6661.67,366.624,22.11
8787.9,6663.17,366.545,22.12
8791.24,6664.67,366.467,22.13
8794.59,6666.16,366.389,22.14
8797.93,6667.66,366.311,22.15
8801.28,6669.15,366.233,22.16
8804.62,6670.64,366.155,22.17
8807.97,6672.13,366.077,22.18
8811.31,6673.62,365.999,22.19
8814.65,6675.11,365.921,22.2
8818,6676.6,365.844,22.21
8821.34,6678.08,365.766,22.22
8824.68,6679.57,365.688,22.23
8828.03,6681.05,365.611,22.24
8831.37,6682.54,365.533,22.25
8834.71,6684.02,365.456,22.26
8838.05,6685.5,365.378,22.27
8841.39,6686.98,365.301,22.28
8844.73,6688.46,365.223,22.29
8848.07,6689.93,365.146,22.3
8851.41,6691.41,365.069,22.31
8854.75,6692.88,364.992,22.32
8858.09,6694.36,364.915,22.33
8861.43,6695.83,364.838,22.34
8864.77,6697.3,364.761,22.35
8868.11,6698.77,364.684,22.36
8871.44,6700.24,364.607,22.37
8874.78,6701.71,364.53,22.38
8878.12,6703.18,364.454,22.39
8881.45,6704.64,364.377,22.4
8884.79,6706.11,364.301,22.41
8888.13,6707.57,364.224,22.42
8891.46,6709.03,364.148,22.43
8894.8,6710.49,364.071,22.44
8898.13,6711.95,363.995,22.45
8901.47,6713.41,363.919,22.46
8904.8,6714.87,363.843,22.47
8908.14,6716.33,363.767,22.48
8911.47,6717.78,363.691,22.49
8914.8,6719.24,363.615,22.5
8918.14,6720.69,363.539,22.51
8921.47,6722.14,363.463,22.52
8924.8,6723.6,363.387,22.53
8928.13,6725.05,363.311,22.54
8931.46,6726.5,363.235,22.55
8934.8,6727.94,363.16,22.56
8938.13,6729.39,363.084,22.57
8941.46,6730.84,363.008,22.58
8944.79,6732.28,362.933,22.59
8948.12,6733.72,362.857,22.6
8951.45,6735.17,362.782,22.61
8954.78,6736.61,362.707,22.62
8958.11,6738.05,362.631,22.63
8961.43,6739.49,362.556,22.64
8964.76,6740.92,362.481,22.65
8968.09,6742.36,362.406,22.66
8971.42,6743.8,362.331,22.67
8974.75,6745.23,362.256,22.68
8978.07,6746.66,362.181,22.69
8981.4,6748.09,362.106,22.7
8984.73,6749.53,362.031,22.71
8988.05,6750.96,361.956,22.72
8991.38,6752.38,361.881,22.73
8994.7,6753.81,361.807,22.74
8998.03,6755.24,361.732,22.75
9001.35,6756.66,361.658,22.76
9004.68,6758.09,361.583,22.77
9008,6759.51,361.509,22.78
9011.32,6760.93,361.435,22.79
9014.65,6762.35,361.361,22.8
9017.97,6763.77,361.286,22.81
9021.29,6765.19,361.212,22.82
9024.62,6766.61,361.138,22.83
9027.94,6768.03,361.064,22.84
9031.26,6769.44,360.99,22.85
9034.58,6770.86,360.916,22.86
9037.9,6772.27,360.842,22.87
9041.22,6773.68,360.769,22.88
9044.54,6775.09,360.695,22.89
9047.86,6776.5,360.621,22.9
9051.18,6777.91,360.547,22.91
9054.5,6779.32,360.474,22.92
9057.82,6780.72,360.4,22.93
9061.14,6782.13,360.327,22.94
9064.46,6783.53,360.253,22.95
9067.78,6784.94,360.18,22.96
9071.09,6786.34,360.107,22.97
9074.41,6787.74,360.033,22.98
9077.73,6789.14,359.96,22.99
9081.05,6790.54,359.887,23
9084.36,6791.94,359.814,23.01
9087.68,6793.33,359.741,23.02
9090.99,6794.73,359.668,23.03
9094.31,6796.12,359.595,23.04
9097.62,6797.51,359.522,23.05
9100.94,6798.91,359.449,23.06
9104.25,6800.3,359.376,23.07
9107.57,6801.69,359.303,23.08
9110.88,6803.07,359.231,23.09
9114.2,6804.46,359.158,23.1
9117.51,6805.85,359.086,23.11
9120.82,6807.23,359.013,23.12
9124.13,6808.62,358.941,23.13
9127.45,6810,358.869,23.14
9130.76,6811.38,358.797,23.15
9134.07,6812.76,358.724,23.16
9137.38,6814.14,358.652,23.17
9140.69,6815.52,358.58,23.18
9144,6816.9,358.508,23.19
9147.31,6818.27,358.436,23.2
9150.62,6819.65,358.364,23.21
9153.93,6821.02,358.292,23.22
9157.24,6822.4,358.22,23.23
9160.55,6823.77,358.149,23.24
9163.86,6825.14,358.077,23.25
9167.17,6826.51,358.005,23.26
9170.48,6827.88,357.934,23.27
9173.79,6829.25,357.862,23.28
9177.09,6830.61,357.791,23.29
9180.4,6831.98,357.719,23.3
9183.71,6833.34,357.648,23.31
9187.01,6834.7,357.576,23.32
9190.32,6836.07,357.505,23.33
9193.63,6837.43,357.434,23.34
9196.93,6838.79,357.362,23.35
9200.24,6840.14,357.291,23.36
9203.54,6841.5,357.22,23.37
9206.85,6842.86,357.149,23.38
9210.15,6844.21,357.078,23.39
9213.46,6845.57,357.007,23.4
9216.76,6846.92,356.936,23.41
9220.06,6848.27,356.865,23.42
9223.37,6849.62,356.795,23.43
9226.67,6850.97,356.724,23.44
9229.97,6852.32,356.653,23.45
9233.27,6853.67,356.583,23.46
9236.57,6855.02,356.512,23.47
9239.88,6856.36,356.442,23.48
9243.18,6857.71,356.372,23.49
9246.48,6859.05,356.301,23.5
9249.78,6860.39,356.231,23.51
9253.08,6861.73,356.161,23.52
9256.38,6863.07,356.091,23.53
9259.68,6864.41,356.021,23.54
9262.98,6865.75,355.95,23.55
9266.28,6867.08,355.88,23.56
9269.58,6868.42,355.811,23.57
9272.87,6869.75,355.741,23.58
9276.17,6871.09,355.671,23.59
9279.47,6872.42,355.601,23.6
9282.77,6873.75,355.531,23.61
9286.07,6875.08,355.462,23.62
9289.36,6876.41,355.392,23.63
9292.66,6877.74,355.322,23.64
9295.96,6879.06,355.253,23.65
9299.25,6880.39,355.183,23.66
9302.55,6881.71,355.114,23.67
9305.84,6883.04,355.044,23.68
9309.14,6884.36,354.975,23.69
9312.43,6885.68,354.906,23.7
9315.73,6887,354.837,23.71
9319.02,6888.32,354.767,23.72
9322.32,6889.63,354.698,23.73
9325.61,6890.95,354.629,23.74
9328.9,6892.27,354.56,23.75
9332.19,6893.58,354.491,23.76
9335.49,6894.89,354.422,23.77
9338.78,6896.21,354.353,23.78
9342.07,6897.52,354.284,23.79
9345.36,6898.83,354.216,23.8
9348.66,6900.14,354.147,23.81
9351.95,6901.44,354.078,23.82
9355.24,6902.75,354.01,23.83
9358.53,6904.06,353.941,23.84
9361.82,6905.36,353.873,23.85
9365.11,6906.67,353.805,23.86
9368.4,6907.97,353.736,23.87
9371.69,6909.27,353.668,23.88
9374.98,6910.57,353.6,23.89
9378.26,6911.87,353.532,23.9
9381.55,6913.17,353.464,23.91
9384.84,6914.46,353.396,23.92
9388.13,6915.76,353.328,23.93
9391.42,6917.05,353.26,23.94
9394.7,6918.35,353.192,23.95
9397.99,6919.64,353.124,23.96
9401.28,6920.93,353.056,23.97
9404.56,6922.22,352.988,23.98
9407.85,6923.51,352.921,23.99
9411.14,6924.8,352.853,24
9414.42,6926.09,352.785,24.01
9417.71,6927.37,352.718,24.02
9420.99,6928.66,352.65,24.03
9424.28,6929.94,352.583,24.04
9427.56,6931.22,352.515,24.05
9430.84,6932.5,352.448,24.06
9434.13,6933.78,352.381,24.07
9437.41,6935.06,352.314,24.08
9440.69,6936.34,352.246,24.09
9443.98,6937.62,352.179,24.1
9447.26,6938.89,352.112,24.11
9450.54,6940.17,352.045,24.12
9453.82,6941.44,351.978,24.13
9457.1,6942.72,351.911,24.14
9460.39,6943.99,351.844,24.15
9463.67,6945.26,351.777,24.16
9466.95,6946.53,351.71,24.17
9470.23,6947.8,351.644,24.18
9473.51,6949.06,351.577,24.19
9476.79,6950.33,351.51,24.2
9480.07,6951.6,351.444,24.21
9483.35,6952.86,351.377,24.22
9486.63,6954.12,351.311,24.23
9489.9,6955.38,351.245,24.24
9493.18,6956.64,351.178,24.25
9496.46,6957.9,351.112,24.26
9499.74,6959.16,351.046,24.27
9503.02,6960.42,350.98,24.28
9506.29,6961.68,350.914,24.29
9509.57,6962.93,350.848,24.3
9512.85,6964.19,350.782,24.31
9516.12,6965.44,350.716,24.32
9519.4,6966.69,350.65,24.33
9522.68,6967.94,350.584,24.34
9525.95,6969.19,350.518,24.35
9529.23,6970.44,350.452,24.36
9532.5,6971.69,350.387,24.37
9535.78,6972.94,350.321,24.38
9539.05,6974.18,350.255,24.39
9542.32,6975.43,350.19,24.4
9545.6,6976.67,350.124,24.41
9548.87,6977.91,350.059,24.42
9552.14,6979.15,349.993,24.43
9555.42,6980.39,349.928,24.44
9558.69,6981.63,349.863,24.45
9561.96,6982.87,349.797,24.46
9565.23,6984.11,349.732,24.47
9568.51,6985.34,349.667,24.48
9571.78,6986.58,349.602,24.49
9575.05,6987.81,349.537,24.5
9578.32,6989.04,349.472,24.51
9581.59,6990.27,349.407,24.52
9584.86,6991.5,349.342,24.53
9588.13,6992.73,349.277,24.54
9591.4,6993.96,349.212,24.55
9594.67,6995.19,349.147,24.56
9597.94,6996.41,349.083,24.57
9601.21,6997.64,349.018,24.58
9604.48,6998.86,348.953,24.59
9607.74,7000.09,348.889,24.6
9611.01,7001.31,348.824,24.61
9614.28,7002.53,348.76,24.62
9617.55,7003.75,348.696,24.63
9620.81,7004.97,348.631,24.64
9624.08,7006.18,348.567,24.65
9627.35,7007.4,348.503,24.66
9630.61,7008.61,348.439,24.67
9633.88,7009.83,348.375,24.68
9637.15,7011.04,348.311,24.69
9640.41,7012.25,348.247,24.7
9643.68,7013.46,348.183,24.71
9646.94,7014.67,348.119,24.72
9650.21,7015.88,348.055,24.73
9653.47,7017.09,347.991,24.74
9656.74,7018.3,347.927,24.75
9660,7019.5,347.864,24.76
9663.26,7020.71,347.8,24.77
9666.53,7021.91,347.737,24.78
9669.79,7023.11,347.673,24.79
9673.05,7024.31,347.609,24.8
9676.31,7025.51,347.546,24.81
9679.58,7026.71,347.483,24.82
9682.84,7027.91,347.419,24.83
9686.1,7029.11,347.356,24.84
9689.36,7030.3,347.293,24.85
9692.62,7031.5,347.229,24.86
9695.88,7032.69,347.166,24.87
9699.14,7033.88,347.103,24.88
9702.4,7035.07,347.04,24.89
9705.66,7036.26,346.977,24.9
9708.92,7037.45,346.914,24.91
9712.18,7038.64,346.851,24.92
9715.44,7039.83,346.788,24.93
9718.7,7041.01,346.725,24.94
9721.96,7042.2,346.662,24.95
9725.22,7043.38,346.6,24.96
9728.47,7044.56,346.537,24.97
9731.73,7045.75,346.474,24.98
9734.99,7046.93,346.412,24.99
9738.25,7048.11,346.349,25
9741.5,7049.28,346.287,25.01
9744.76,7050.46,346.224,25.02
9748.02,7051.64,346.162,25.03
9751.27,7052.81,346.1,25.04
9754.53,7053.99,346.037,25.05
9757.78,7055.16,345.975,25.06
9761.04,7056.33,345.913,25.07
9764.29,7057.5,345.851,25.08
9767.55,7058.67,345.789,25.09
9770.8,7059.84,345.727,25.1
9774.06,7061.01,345.665,25.11
9777.31,7062.18,345.603,25.12
9780.56,7063.34,345.541,25.13
9783.82,7064.51,345.48,25.14
9787.07,7065.67,345.418,25.15
9790.32,7066.83,345.356,25.16
9793.58,7067.99,345.295,25.17
9796.83,7069.15,345.233,25.18
9800.08,7070.31,345.171,25.19
9803.33,7071.47,345.11,25.2
9806.58,7072.63,345.048,25.21
9809.83,7073.78,344.987,25.22
9813.09,7074.94,344.926,25.23
9816.34,7076.09,344.864,25.24
9819.59,7077.24,344.803,25.25
9822.84,7078.39,344.742,25.26
9826.09,7079.54,344.681,25.27
9829.34,7080.69,344.62,25.28
9832.59,7081.84,344.558,25.29
9835.83,7082.99,344.497,25.3
9839.08,7084.14,344.436,25.31
9842.33,7085.28,344.375,25.32
9845.58,7086.42,344.315,25.33
9848.83,7087.57,344.254,25.34
9852.08,7088.71,344.193,25.35
9855.32,7089.85,344.132,25.36
9858.57,7090.99,344.071,25.37
9861.82,7092.13,344.011,25.38
9865.06,7093.27,343.95,25.39
9868.31,7094.4,343.89,25.4
9871.56,7095.54,343.829,25.41
9874.8,7096.67,343.769,25.42
9878.05,7097.81,343.708,25.43
9881.29,7098.94,343.648,25.44
9884.54,7100.07,343.587,25.45
9887.78,7101.2,343.527,25.46
9891.03,7102.33,343.467,25.47
9894.27,7103.46,343.407,25.48
9897.51,7104.58,343.347,25.49
9900.76,7105.71,343.287,25.5
9904,7106.83,343.227,25.51
9907.24,7107.96,343.167,25.52
9910.49,7109.08,343.107,25.53
9913.73,7110.2,343.047,25.54
9916.97,7111.32,342.988,25.55
9920.21,7112.44,342.928,25.56
9923.46,7113.56,342.868,25.57
9926.7,7114.68,342.809,25.58
9929.94,7115.79,342.749,25.59
9933.18,7116.91,342.689,25.6
9936.42,7118.02,342.63,25.61
9939.66,7119.13,342.571,25.62
9942.9,7120.25,342.511,25.63
9946.14,7121.36,342.452,25.64
9949.38,7122.47,342.392,25.65
9952.62,7123.58,342.333,25.66
9955.86,7124.68,342.274,25.67
9959.1,7125.79,342.215,25.68
